编号,内容,"评判维度：物价、交通、卫生、环境、安全、服务、游览、购物
评分规则：高到低，依次为5分，4分，3分，2分，1分",维度,评分（5分制）,关键词判断（从句子中的某些词语得到关键词）
,分句1,酒店离地铁站非常近,交通,4, 无
,分句2,楼外墙是金色的,环境,3, 无
,分句3,很好找,无,0, 无
,分句4,3号线和apm线都有,交通,4, 无
,分句5,很方便,无,0, 无
,分句6,apm是无人驾驶的地铁,无,0, 无
,分句7,只有两个车厢,无,0, 无
,分句8,跟地铁的进出站略有不同,无,0, 无
,分句9,周围有不少吃饭的地方,环境,4, 无
,分句10,总体挺方便的,无,0, 无
,分句11,酒店卫生打扫的很及时,服务,4, 无
,分句12,有时候一天会打扫两遍卫生,服务,4, 无
,,,,,
1548,整体评论,酒店地理位置相当好，离地铁林和西站步行不到5分钟距离，周围吃的也很方便，洋快餐茶餐厅麻辣烫便利店都有，周围还有好几个高档的购物中心，对面就是天河体育中心，离广州购书中心也不远，步行不到20分钟，酒店大楼外观是明灿灿的土豪金，白天很容易找到，真心不错,总体,4,
,分句1,酒店地理位置相当好,无,0, 无
,分句2,离地铁林和西站步行不到5分钟距离,交通,5, 无
,分句3,周围吃的也很方便,环境,4, 无
,分句4,洋快餐茶餐厅麻辣烫便利店都有,环境,4, 无
,分句5,周围还有好几个高档的购物中心,环境,4, 无
,分句6,对面就是天河体育中心,环境,4, 无
,分句7,离广州购书中心也不远,环境,4, 无
,分句8,步行不到20分钟,无,0, 无
,分句9,酒店大楼外观是明灿灿的土豪金,环境,3, 无
,分句10,白天很容易找到,无,0, 无
,分句11,真心不错,无,0, 无
,,,,,
1549,整体评论,到达前台帮我升级了房间，这个地方交通便利，吃饭方便，离广州火车东地铁一站，离美国总领事馆签证地铁两站。而且房间干净，整洁舒适服务好，很满意、会经常光顾的。,总体,5,
,分句1,到达前台帮我升级了房间,服务,5, 无
,分句2,这个地方交通便利,交通,4, 无
,分句3,吃饭方便,环境,4, 无
,分句4,离广州火车东地铁一站,交通,5, 无
,分句5,离美国总领事馆签证地铁两站,环境,4, 无
,分句6,而且房间干净,卫生,5, 无
,分句7,整洁舒适服务好,服务,5, 无
,分句8,很满意,无,0, 无
,分句9,会经常光顾的,无,0, 无
,,,,,
1550,整体评论,很满意的一次住宿，地理位置好，在地铁3号线林和西路下A口出来走两分钟到了，这几天刚好遇到酒店6楼7楼装修，我们住12楼白天也有点吵，不过白天基本没在酒店，所以关系不大，附近吃饭都很方便，离天河城走路15分钟，酒店早餐也可以，就是大床也不大，1米5而已,总体,4,
,分句1,很满意的一次住宿,无,0, 无
,分句2,地理位置好,无,0, 无
,分句3,在地铁3号线林和西路下A口出来走两分钟到了,交通,3, 无
,分句4,这几天刚好遇到酒店6楼7楼装修,无,0, 无
,分句5,我们住12楼白天也有点吵,环境,3, 无
,分句6,不过白天基本没在酒店,无,0, 无
,分句7,所以关系不大,无,0, 无
,分句8,附近吃饭都很方便,环境,4, 无
,分句9,离天河城走路15分钟,环境,4, 无
,分句10,酒店早餐也可以,无,0, 无
,分句11,就是大床也不大,无,0, 无
,分句12,1米5而已,无,0, 无
,,,,,
1551,整体评论,五星好评 之前也没有太多的期待只是想离地铁站近一点 实际上有好多优点 离地铁三号线非常近 200m左右 三号线和apm特别方便 直达机场 直达广州塔珠江新城 酒店本身也是非常干净 用的东西看得出质量厚实 服务的态度也很好 早餐虽然品种不多但质量还不错的 总体符合并略超过四星的标准。,总体,4,
,分句1,五星好评,无,0, 无
,分句2,之前也没有太多的期待只是想离地铁站近一点,环境,3, 无
,分句3,实际上有好多优点,无,0, 无
,分句4,地铁三号线非常近 200m左右,交通,4, 无
,分句5,三号线和apm特别方便,交通,4, 无
,分句6,直达机场,交通,5, 无
,分句7,直达广州塔珠江新城 ,交通,5, 无
,分句8, 酒店本身也是非常干净,卫生,4, 无
,分句9, 用的东西看得出质量厚实 ,无,0, 无
,分句10,服务的态度也很好 ,服务,4, 无
,分句11,早餐虽然品种不多但质量还不错的,无,0, 无
,分句12,总体符合并略超过四星的标准,无,0, 无
,,,,,
1552,整体评论,很干净，出门往左走有潮皇食府和香港海鲜酒家，地铁口也是往左走一点就到，往右有几家真功夫之类的连锁快餐，房间本身对着天河运动场，大小还可以，应该是翻新过设备不陈旧，性价比很高，早餐还可以，就是连住几天都是那几样，而且吃到一瓶过期酸奶有点火大,总体,3,
,分句1,很干净,卫生,4, 无
,分句2,出门往左走有潮皇食府和香港海鲜酒家,环境,4, 无
,分句3,地铁口也是往左走一点就到,交通,4, 无
,分句4,往右有几家真功夫之类的连锁快餐,环境,4, 无
,分句5,房间本身对着天河运动场,环境,4, 无
,分句6,大小还可以,无,0, 无
,分句7,应该是翻新过设备不陈旧,无,0, 无
,分句8,性价比很高,无,0, 无
,分句9,早餐还可以,无,0, 无
,分句10,就是连住几天都是那几样,无,0, 无
,分句11,而且吃到一瓶过期酸奶有点火大,卫生,2,过期
,,,,,
1553,整体评论,前台很糟糕（特指我5月9日晚入住时的前台人员），在我刷了预授权之后，他们说我如果我提前退房，仍需按照七天的订单全额付款。我非常惊讶，从来没有酒店会这么霸道，我联系携程，携程说我可以随时提前退房，我出示了与携程客服的聊天记录给前台，但前台就是不认，直到我找经理出来才承认前台错了。另外卫生情况也很差，被床垫里的臭虫咬了好几个包（有穿衣服的地方）。下次应该不会再住了。,总体,2,
,分句1,前台很糟糕（特指我5月9日晚入住时的前台人员）,服务,2, 无
,分句2,在我刷了预授权之后,无,0, 无
,分句3,他们说我如果我提前退房,无,0, 无
,分句4,仍需按照七天的订单全额付款,无,0, 无
,分句5,我非常惊讶,无,0, 无
,分句6,从来没有酒店会这么霸道,服务,1,霸道
,分句7,我联系携程,无,0, 无
,分句8,携程说我可以随时提前退房,无,0, 无
,分句9,我出示了与携程客服的聊天记录给前台,无,0, 无
,分句10,但前台就是不认,服务,1, 无
,分句11,直到我找经理出来才承认前台错了,服务,2, 无
,分句12,另外卫生情况也很差,卫生,1, 无
,分句13,被床垫里的臭虫咬了好几个包（有穿衣服的地方）,卫生,1,臭虫
,分句14,下次应该不会再住了,无,0, 无
,,,,,
1554,整体评论,酒店位置非常好，前台服务员在包办入住时详细讲解，房间很大，还带了个厨房，厨房有锅，厨具餐具配备，虽然出差，但很像在家的感觉，很舒适。酒店对面有个大型商场，餐饮很多，还有7-11，全家便利店，太方便了。赞！,总体,4,
,分句1,酒店位置非常好,无,0, 无
,分句2,前台服务员在包办入住时详细讲解,服务,4, 无
,分句3,房间很大,环境,4, 无
,分句4,还带了个厨房,环境,3, 无
,分句5,厨房有锅,服务,3, 无
,分句6,厨具餐具配备,服务,3, 无
,分句7,虽然出差,无,0, 无
,分句8,但很像在家的感觉,无,0, 无
,分句9,很舒适,无,0, 无
,分句10,酒店对面有个大型商场,环境,4, 无
,分句11,餐饮很多,环境,4, 无
,分句12,还有7-11,环境,4, 无
,分句13,全家便利店,环境,4, 无
,分句14,太方便了,无,0, 无
,分句15,赞！,无,0, 无
,,,,,
1555,整体评论,早餐還可以，菜式偏油，我九點多開始食，員工也是那時候進餐，廚師雖在場，但沒有確保食物質素，薯條都放涼不脆了，幾個食客拿過後也沒有完成。炒蛋完了沒有添加，倒是看到廚師巡視食物時拿葡萄吃，感覺不夠認真。,总体,3,
,分句1,早餐還可以,无,0, 无
,分句2,菜式偏油,无,0, 无
,分句3,我九點多開始食,无,0, 无
,分句4,員工也是那時候進餐,无,0, 无
,分句5,廚師雖在場,无,0, 无
,分句6,但沒有確保食物質素,服务,3, 无
,分句7,薯條都放涼不脆了,服务,2, 无
,分句8,幾個食客拿過後也沒有完成,服务,3, 无
,分句9,炒蛋完了沒有添加,服务,3, 无
,分句10,倒是看到廚師巡視食物時拿葡萄吃,服务,3, 无
,分句11,感覺不夠認真,无,0, 无
,,,,,
1556,整体评论,酒店位于天河区中心位置，出行很方便，距离地铁7分钟左右路程，唯一不足的热水不是24小时供应，前台又没有提前告知，导致洗到一半的时候没有热水了，还好天不冷，否则要冻死了，希望酒店能改进，最起码提前告知,总体,3,
,分句1,酒店位于天河区中心位置,无,0, 无
,分句2,出行很方便,交通,4, 无
,分句3,距离地铁7分钟左右路程,交通,4, 无
,分句4,唯一不足的热水不是24小时供应,服务,2, 无
,分句5,前台又没有提前告知,服务,3, 无
,分句6,导致洗到一半的时候没有热水了,无,0, 无
,分句7,还好天不冷,无,0, 无
,分句8,否则要冻死了,无,0, 无
,分句9,希望酒店能改进,无,0, 无
,分句10,最起码提前告知,无,0, 无
,,,,,
1557,整体评论,这酒店很适合全家一起出去旅游的时候选择，是公寓类型的，一间三房两厅的基本就够一家人住了，还有厨房，可以自己做吃的，房间很干净，床也比较舒服，餐厅有点小，吃早餐的时候需要避开高峰期。,总体,3,
,分句1,这酒店很适合全家一起出去旅游的时候选择,无,0, 无
,分句2,是公寓类型的,无,0, 无
,分句3,一间三房两厅的基本就够一家人住了,环境,3, 无
,分句4,还有厨房,服务,3, 无
,分句5,可以自己做吃的,无,0, 无
,分句6,房间很干净,卫生,4, 无
,分句7,床也比较舒服,环境,3, 无
,分句8,餐厅有点小,无,0, 无
,分句9,吃早餐的时候需要避开高峰期,无,0, 无
,,,,,
1558,整体评论,春节期间去的，住了四个晚上。三房两厅两卫的格局，厅和厨房都挺大气的，装潢整体还比较新，设施包括厨房用品、餐具都齐全，最后一天做了顿早餐，总算没浪费这个设备。进电梯上各楼层需要刷卡，让人觉得比较安全，除第一天收拾房间晚了点之外，每天都来打扫房间，比较不错。进出大堂保安都会微笑着打招呼，退房时速度也挺快的。这家服务公寓总体不错，地段位置也方便，非常适合举家出游、人数比较多的家庭入住。,总体,4,
,分句1,春节期间去的,无,0, 无
,分句2,住了四个晚上,无,0, 无
,分句3,三房两厅两卫的格局,环境,4, 无
,分句4,厅和厨房都挺大气的,环境,4, 无
,分句5,装潢整体还比较新,环境,4, 无
,分句6,设施包括厨房用品,服务,5, 无
,分句7,餐具都齐全,服务,4, 无
,分句8,最后一天做了顿早餐,无,0, 无
,分句9,总算没浪费这个设备,无,0, 无
,分句10,进电梯上各楼层需要刷卡,安全,4,各楼层，刷卡 
,分句11,让人觉得比较安全,安全,4, 无
,分句12,除第一天收拾房间晚了点之外,无,0, 无
,分句13,每天都来打扫房间,卫生,4, 无
,分句14,比较不错。,无,0, 无
,分句15,进出大堂保安都会微笑着打招呼,服务,4, 无
,分句16,退房时速度也挺快的,服务,4, 无
,分句17,这家服务公寓总体不错,无,0, 无
,分句18,地段位置也方便,无,0, 无
,分句19,非常适合举家出游,无,0, 无
,分句20,人数比较多的家庭入住,无,0, 无
,,,,,
1559,整体评论,去广州出差基本都住这，卫生不错，小厨房东西都有，洗个水果煮点东西都很方便。虽说设施有点旧但也都还好，适合居家旅行。在公寓会客感觉像在自己家会客一样，有家的感觉，就是早餐每次只含一个早另一个人就要另买单了。房价有点贵但还算能接受，能有什么会员折扣就完美了。,总体,4,
,分句1,去广州出差基本都住这,无,0, 无
,分句2,卫生不错,卫生,3, 无
,分句3,小厨房东西都有,服务,4, 无
,分句4,洗个水果煮点东西都很方便,无,0, 无
,分句5,虽说设施有点旧但也都还好,环境,3,设施旧
,分句6,适合居家旅行,无,0, 无
,分句7,在公寓会客感觉像在自己家会客一样,环境,4, 无
,分句8,有家的感觉,环境,4,家的感觉
,分句9,就是早餐每次只含一个早另一个人就要另买单了,无,0, 无
,分句10,房价有点贵但还算能接受,物价,3,贵
,分句11,能有什么会员折扣就完美了,无,0, 无
,,,,,
1560,整体评论,位于天河区商圈，对面有维多利广场，不远有正佳天河城太古汇中信广场中石化大厦，吃喝玩乐很方便。打车不容易，但离地铁站不远，楼下没有免费停车。房间偏旧，设施一般，早餐简单但能吃饱。,总体,4,
,分句1,位于天河区商圈,环境,4, 无
,分句2,对面有维多利广场,环境,4, 无
,分句3,不远有正佳天河城太古汇中信广场中石化大厦,环境,4, 无
,分句4,吃喝玩乐很方便,环境,4, 无
,分句5,打车不容易,交通,2, 无
,分句6,但离地铁站不远,交通,4, 无
,分句7,楼下没有免费停车,服务,2, 无
,分句8,房间偏旧,环境,2, 无
,分句9,设施一般,环境,3, 无
,分句10,早餐简单但能吃饱,无,0, 无
,,,,,
1561,整体评论,酒店位置很棒，离地铁站500米左右，出行方便，去小蛮腰只需六站路，特别要提一下的是离点都德和兴楼更近，五分钟路程，早茶好吃到爆，必去！酒店简约时尚休闲，适合年轻人住，大堂有桌球等，房间设施齐全干净，床品干净柔软，推荐！,总体,4,
,分句1,酒店位置很棒,无,0, 无
,分句2,离地铁站500米左右,交通,5,地铁
,分句3,出行方便,交通,5, 无
,分句4,去小蛮腰只需六站路,交通,4, 无
,分句5,特别要提一下的是离点都德和兴楼更近,环境,4, 无
,分句6,五分钟路程,交通,4, 无
,分句7,早茶好吃到爆,无,0, 无
,分句8,必去,无,0, 无
,分句9,酒店简约时尚休闲,无,0, 无
,分句10,适合年轻人住,无,0, 无
,分句11,大堂有桌球等,服务,3, 无
,分句12,房间设施齐全干净,卫生,4, 无
,分句13,床品干净柔软,卫生,4, 无
,分句14,推荐,无,0, 无
,,,,,
1562,整体评论,酒店就在市中心天河区，出行很方便也很好找，离天河城，天寰之类购物中心都很近 酒店装修很现代，比较适合年轻人和出差的商务人士。 配套的有餐厅，酒吧，健身中心，都挺不错。 房间的床品，卫生间用品都挺舒服的，推荐。,总体,4,
,分句1,酒店就在市中心天河区,环境,4, 无
,分句2,出行很方便也很好找,交通,4, 无
,分句3,离天河城,无,0, 无
,分句4,天寰之类购物中心都很近,环境,4, 无
,分句5,酒店装修很现代,环境,4, 无
,分句6,比较适合年轻人和出差的商务人士,无,0, 无
,分句7,配套的有餐厅，酒吧，健身中心,无,, 无
,分句8,都挺不错,无,0, 无
,分句9,房间的床品,无,0, 无
,分句10,卫生间用品都挺舒服的,卫生,5, 无
,分句11,推荐,无,0, 无
,,,,,
1563,整体评论,房间不错，最重要的是可以带宠物。很难有好点的酒店做到这一点了。早餐不必要在酒店吃，周边有点都德和广州酒店的早茶。很方便。停车在地下三，车位大量，免费。但是要记得将停车卡拿到前台核销。唯一缺点是不提供冷冻服务。我们开车路过有需要冰冻的东西就比较麻烦。希望以后可以提供解决方案。酒店很赞，好评,总体,4,
,分句1,房间不错,无,0, 无
,分句2,最重要的是可以带宠物,无,0, 无
,分句3,很难有好点的酒店做到这一点了,无,0, 无
,分句4,早餐不必要在酒店吃,无,0, 无
,分句5,周边有点都德和广州酒店的早茶,环境,4, 无
,分句6,很方便,无,0, 无
,分句7,停车在地下三,无,0, 无
,分句8,车位大量,服务,4, 无
,分句9,免费,服务,5,免费停车
,分句10,但是要记得将停车卡拿到前台核销,服务,4, 无
,分句11,唯一缺点是不提供冷冻服务,服务,4, 无
,分句12,我们开车路过有需要冰冻的东西就比较麻烦,无,0, 无
,分句13,希望以后可以提供解决方案,无,0, 无
,分句14,酒店很赞,无,0, 无
,分句15,好评,无,0, 无
,,,,,
1564,整体评论,地理位置很方便，装修三星水平，在那个位置空间小也可以理解，但房间一股霉味，地板上都是污垢，隔音超级差，能听见隔壁的打呼声，醉不醉？！重点是前台服务态度非常冰冷，办理入住也很慢，前台服务员满满的傲慢感，很难想象这是一个喜达屋旗下品牌，国际品牌的基因都去哪里了？,总体,2,
,分句1,地理位置很方便,无,0, 无
,分句2,装修三星水平,环境,3, 无
,分句3,在那个位置空间小也可以理解,无,0, 无
,分句4,但房间一股霉味,卫生,2,霉味
,分句5,地板上都是污垢,卫生,2,污垢
,分句6,隔音超级差,环境,2,隔音差
,分句7,能听见隔壁的打呼声,环境,2, 无
,分句8,醉不醉,无,0, 无
,分句9,重点是前台服务态度非常冰冷,服务,1,冰冷
,分句10,办理入住也很慢,服务,2, 无
,分句11,前台服务员满满的傲慢感,服务,1,傲慢
,分句12,很难想象这是一个喜达屋旗下品牌,无,0, 无
,分句13,国际品牌的基因都去哪里了,无,0, 无
,,,,,
1565,整体评论,在林和西路下车走几分钟，有点偏，但挺安静的。早餐要100元一位，国庆期间625房费我个人觉得性价比低了点，毕竟不中心，周围没什么配套，但酒店设计很时尚，床品也不错，适合年轻人。,总体,3,
,分句1,在林和西路下车走几分钟,交通,4, 无
,分句2,有点偏,环境,3,偏 
,分句3,但挺安静的,环境,4,安静
,分句4,早餐要100元一位,物价,3, 无
,分句5,国庆期间625房费我个人觉得性价比低了点,物价,3,性价比低
,分句6,毕竟不中心,无,0, 无
,分句7,周围没什么配套,环境,3, 无
,分句8,但酒店设计很时尚,环境,4,时常
,分句9,床品也不错,无,0, 无
,分句10,适合年轻人,无,0, 无
,,,,,
1566,整体评论,酒店位置很好 就在天河体育场旁边 离地铁站步行10分钟 去太古汇、石牌桥、小蛮腰都不远。周边吃的不太多，一般都坐两站地铁去石牌桥吃。酒店装修很时尚，前台服务一般，态度比较冷淡，不过房间干净，大小合适，有窗，楼层也不低，隔音好，床很舒服。性价比很高。,总体,4,
,分句1,酒店位置很好,无,0, 无
,分句2,就在天河体育场旁边,环境,4, 无
,分句3,离地铁站步行10分钟,交通,4, 无
,分句4,去太古汇、石牌桥、小蛮腰都不远,环境,3, 无
,分句5,周边吃的不太多,环境,3, 无
,分句6,一般都坐两站地铁去石牌桥吃,无,0, 无
,分句7,酒店装修很时尚,环境,4,时尚
,分句8,前台服务一般,服务,3, 无
,分句9,态度比较冷淡,服务,2,冷淡
,分句10,不过房间干净,服务,4, 无
,分句11,大小合适,无,0, 无
,分句12,有窗,无,0, 无
,分句13,楼层也不低,无,0, 无
,分句14,隔音好,环境,4, 无
,分句15,床很舒服,无,0, 无
,分句16,性价比很高,无,0, 无
,,,,,
1567,整体评论,从广州东站要走 15 至 20 分钟，从地铁站要走 10 至 15 分钟，比较方便。早上去到有空房就可以入住了，还安排了高层房间。窗外市区景色开扬不错，房间设计新颖，虽小但乾净舒适。早餐款式很多，有些食物味道一般。酒店大堂在四楼，酒店服务人员有礼貌.,总体,4,
,分句1,从广州东站要走 15 至 20 分钟,交通,4, 无
,分句2,从地铁站要走 10 至 15 分钟,交通,4, 无
,分句3,比较方便,无,0, 无
,分句4,早上去到有空房就可以入住了,服务,4, 无
,分句5,还安排了高层房间,无,0, 无
,分句6,窗外市区景色开扬不错,环境,3, 无
,分句7,房间设计新颖,环境,4, 无
,分句8,虽小但乾净舒适,购物,4, 无
,分句9,早餐款式很多,无,0, 无
,分句10,有些食物味道一般,无,0, 无
,分句11,酒店大堂在四楼,无,0, 无
,分句12,酒店服务人员有礼貌.,服务,3, 无
,,,,,
1568,整体评论,算是遇到过酒店服务态度最差的了 下暴雨天让酒店帮忙叫的士居然让我下楼自己拦 尤其在人多行李又多的情况下 我会自己拦还需要麻烦你叫的士吗？客观说这么好的位置 服务这么敷衍我想就要考虑来住就慎重吧 酒店除了本身的硬件设施以外 软件也是十分必要的 但看来这里的服务意识非常之缺乏,总体,2,
,分句1,算是遇到过酒店服务态度最差的了,服务,2, 无
,分句2,下暴雨天让酒店帮忙叫的士居然让我下楼自己拦 ,无,0, 无
,分句3,尤其在人多行李又多的情况下,无,0, 无
,分句4,我会自己拦还需要麻烦你叫的士吗,无,0, 无
,分句5,客观说这么好的位置,无,0, 无
,分句6,服务这么敷衍我想就要考虑来住就慎重吧 ,服务,2,敷衍
,分句7,店除了本身的硬件设施以外 ,无,0, 无
,分句8,软件也是十分必要的,无,0, 无
,分句9,但看来这里的服务意识非常之缺乏,服务,2, 无
,,,,,
1569,整体评论,首先地理位置好，东站也就十几分钟的路程，在体育中心旁边，离最近的地铁站走路不到五分钟，这么好的地段房价真的太便宜了，性价比高，看图就知道，硬件配置高，房间卫生干净整洁，床很舒服，更重要的一点厨房和洗衣机很适合家庭入住，再看看洗手间，哇!惊喜,总体,4,
,分句1,首先地理位置好,无,0, 无
,分句2,东站也就十几分钟的路程,交通,4, 无
,分句3,在体育中心旁边,环境,4, 无
,分句4,离最近的地铁站走路不到五分钟,交通,4, 无
,分句5,这么好的地段房价真的太便宜了,物价,4, 无
,分句6,性价比高,无,0, 无
,分句7,看图就知道,无,0, 无
,分句8,硬件配置高,环境,4, 无
,分句9,房间卫生干净整洁,卫生,4, 无
,分句10,床很舒服,无,0, 无
,分句11,更重要的一点厨房和洗衣机很适合家庭入住,无,0, 无
,分句12,再看看洗手间,无,0, 无
,分句13,哇!惊喜,无,0, 无
,,,,,
1570,整体评论,酒店位置还可以，步行可以到天河城。大堂在4楼，需要搭电梯上大堂。订了大床/双床房，可是只有双床房，被逼多交116块升级到豪华房才有大床。Wi-Fi到了第二天不好用，简直没有信号，浴巾也没有补上，稍微不满意。,总体,3,
,分句1,酒店位置还可以,无,0, 无
,分句2,步行可以到天河城,交通,3, 无
,分句3,大堂在4楼,无,0, 无
,分句4,需要搭电梯上大堂,无,0, 无
,分句5,订了大床/双床房,无,0, 无
,分句6,可是只有双床房,服务,3, 无
,分句7,被逼多交116块升级到豪华房才有大床,物价,2, 无
,分句8,Wi-Fi到了第二天不好用,服务,2, 无
,分句9,简直没有信号,无,0, 无
,分句10,浴巾也没有补上,服务,2, 无
,分句11,稍微不满意,无,0, 无
,,,,,
1571,整体评论,酒店位置很好，交通方便，也比较安静。设施比较齐全，够用。有24小时的饮食服务，方便、有特色。只是一早儿赶飞机，没体验。感觉不好的是房间里有蚊子，咬的手上、胳膊上都是包，大大影响休息了！,总体,4,
,分句1,酒店位置很好,无,0, 无
,分句2,交通方便,交通,3, 无
,分句3,也比较安静,环境,4,安静
,分句4,设施比较齐全,无,0, 无
,分句5,够用,无,0, 无
,分句6,有24小时的饮食服务,服务,5,24小时饮食
,分句7,方便、有特色,无,0, 无
,分句8,只是一早儿赶飞机,无,0, 无
,分句9,没体验,无,0, 无
,分句10,感觉不好的是房间里有蚊子,卫生,2,有蚊子
,分句11,咬的手上、胳膊上都是包,卫生,2, 无
,分句12,大大影响休息了,无,0, 无
,,,,,
1572,整体评论,为了方便去宜家和正佳选了雅乐轩，相信spg的品质。地理位置一流，正对中信广场，景观一流，停车位也很多。房间很大，床铺，洗手间都很干净，只是有一阵霉味，并且好像空调温度调到16度依旧略热。接待的前台非常帅英语也巨好，服务态度也不错，下次来依旧会选择这里。,总体,4,
,分句1,为了方便去宜家和正佳选了雅乐轩,无,0, 无
,分句2,相信spg的品质,无,0, 无
,分句3,地理位置一流,环境,3, 无
,分句4,正对中信广场,环境,3, 无
,分句5,景观一流,环境,4, 无
,分句6,停车位也很多,服务,4, 无
,分句7,房间很大,无,0, 无
,分句8,床铺，洗手间都很干净,卫生,4, 无
,分句9,只是有一阵霉味,卫生,3, 无
,分句10,并且好像空调温度调到16度依旧略热,无,0, 无
,分句11,接待的前台非常帅英语也巨好,服务,4, 无
,分句12,服务态度也不错,服务,4, 无
,分句13,下次来依旧会选择这里,无,0, 无
,,,,,
1573,整体评论,地理位置优越，边上就是四季和柏悦，但是价格却相当的优惠，最小的一室套房有100平米，很适合家庭出游。这里有个机器人服务员小雅，一般小点的东西都会让她送上来，很有意思，小朋友特别喜欢。,总体,4,
,分句1,地理位置优越,无,0, 无
,分句2,边上就是四季和柏悦,环境,3, 无
,分句3,但是价格却相当的优惠,物价,4,优惠
,分句4,最小的一室套房有100平米,环境,4, 无
,分句5,很适合家庭出游,无,0, 无
,分句6,这里有个机器人服务员小雅,服务,4,机器人服务员
,分句7,一般小点的东西都会让她送上来,无,0, 无
,分句8,很有意思,无,0, 无
,分句9,小朋友特别喜欢,无,0, 无
,,,,,
1574,整体评论,这次一家6人入住，服务态度很好，房间够大，主房可以直接看到广州塔。去景点也方便。还有会送餐的小机器人。小孩玩得不愿回。不过两个洗澡间一起用，水温就供不上来。特别是公共的小洗手间的热水没有，小朋友都差点冻感冒了。这点需要改进。,总体,4,
,分句1,这次一家6人入住,无,0, 无
,分句2,服务态度很好,服务,4, 无
,分句3,房间够大,无 ,0, 无
,分句4,主房可以直接看到广州塔,环境,4, 无
,分句5,去景点也方便,交通,4, 无
,分句6,还有会送餐的小机器人,服务,4, 无
,分句7,小孩玩得不愿回,无,0, 无
,分句8,不过两个洗澡间一起用,无,0, 无
,分句9,水温就供不上来,服务,3, 无
,分句10,特别是公共的小洗手间的热水没有,无,0, 无
,分句11,小朋友都差点冻感冒了,无,0, 无
,分句12,这点需要改进,无,0, 无
,,,,,
1575,整体评论,硬件都还好，位置也优越！但保安服务态度就很差了！！因账单支付信息确认需要时间，保安不让临时停车，还态度恶劣，就想问问住店的客人都需要步行入住和离开吗？？没事谁愿意在酒店大厅耽搁时间滞留而不去赶航班？？下次不会住这里了，毕竟一晚2485，买这态度完全没必要！！！L,总体,3,
,分句1,硬件都还好,无,0, 无
,分句2,位置也优越,环境,4, 无
,分句3,但保安服务态度就很差了,服务,3,态度差
,分句4,因账单支付信息确认需要时间,无,0, 无
,分句5,保安不让临时停车,服务,2, 无
,分句6,还态度恶劣,服务,2,恶劣
,分句7,就想问问住店的客人都需要步行入住和离开吗,无,0, 无
,分句8,没事谁愿意在酒店大厅耽搁时间滞留而不去赶航班,无,0, 无
,分句9,下次不会住这里了,无,0, 无
,分句10,毕竟一晚2485,物价,5, 无
,分句11,买这态度完全没必要,无,0, 无
,,,,,
1576,整体评论,作為一枚資深住酒店和公寓的人，這家地理位置非常酒店。預定三房公寓客房好大！衛生硬件都不錯，給我辦理入住的MM（好像叫April）非常溫柔高效。感覺Resident's Lounge的裝修太拉低整體水平了。吃的很好，中式麵檔超級好！很少吃到酒店那麼好吃的麵。可是裡面的桌布擺設什麼的太low了。戶外花園加分到不行！家裡人都說以後不住酒店都要住公寓！,总体,4,
,分句1,作為一枚資深住酒店和公寓的人,无,0, 无
,分句2,這家地理位置非常酒店,无,, 无
,分句3,預定三房公寓客房好大,环境,3, 无
,分句4,衛生硬件都不錯,卫生,3, 无
,分句5,給我辦理入住的MM（好像叫April）非常溫柔高效,服务,4, 无
,分句6,感覺Resident's Lounge的裝修太拉低整體水平了,环境,3, 无
,分句7,吃的很好,无,0, 无
,分句8,中式麵檔超級好,无,0, 无
,分句9,很少吃到酒店那麼好吃的麵,无,0, 无
,分句10,可是裡面的桌布擺設什麼的太low了,环境,3, 无
,分句11,戶外花園加分到不行,环境,4, 无
,分句12,家裡人都說以後不住酒店都要住公寓,无,0, 无
,,,,,
1577,整体评论,第一次入住，地理位置很不错，属于广州市中心，和国金中心算是一个群楼，开车3⃣️四分钟就到珠江广州塔旁边，周边吃的餐厅也很多。房间设施很齐全，3房很适合家庭或朋友吃完，客厅很大视线很好，房间不是特别大，但都挺干净的，唯一美中不足的是只有2个厕所，如果把衣帽间再换成厕所就好了。房价2400也适中，并没有特别划算的感觉。总体体验不错，下次应该还会选择。,总体,4,
,分句1,第一次入住,无,0, 无
,分句2,地理位置很不错,无,0, 无
,分句3,属于广州市中心,环境,5,市中心
,分句4,和国金中心算是一个群楼,环境,4, 无
,分句5,开车3⃣️四分钟就到珠江广州塔旁边,交通,4, 无
,分句6,周边吃的餐厅也很多,环境,4, 无
,分句7,房间设施很齐全,无,0, 无
,分句8,3房很适合家庭或朋友吃完,无,0, 无
,分句9,客厅很大视线很好,环境,4, 无
,分句10,房间不是特别大,无,0, 无
,分句11,但都挺干净的,卫生,4, 无
,分句12,唯一美中不足的是只有2个厕所,无,0, 无
,分句13,如果把衣帽间再换成厕所就好了,无,0, 无
,分句14,房价2400也适中,物价,4, 无
,分句15,并没有特别划算的感觉,无,0, 无
,分句16,总体体验不错,无,0, 无
,分句17,下次应该还会选择,无,0, 无
,,,,,
1578,整体评论,两个家庭一起出游，选择了三居公寓，面积很大，视野很好，正对广州塔，室内各项电器齐全。很满意！雅诗阁地处广州的金融中心，周边商城和食街很多，博物馆、图书馆、广州塔步行可到达。距地铁很近，去机场和长隆都是直达，朋友都夸我这个酒店选的好,总体,5,
